privacy-aware-worker  | WARNING:app:No embed test passed; falling back to first matched env candidate: nomic-embed-text
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity WORK_OF_ART is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity WORK_OF_ART is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | INFO:app:Context redaction produced 88 pii_map entries: ['[REDACTED:idx_0]', '[EMAIL:idx_0]', '[REDACTED:idx_1]', '[REDACTED:idx_2]', '[REDACTED:idx_3]', '[MEDICAL_LICENSE:idx_0]', '[MEDICAL_LICENSE:idx_1]', '[REDACTED:idx_4]', '[PHONE:idx_0]', '[REDACTED:idx_5]']
privacy-aware-worker  | INFO:app:OpenAI Gateway: Sending REDACTED context (len=6633) and query to cloud.
privacy-aware-worker  | INFO:app:Anonymized Query: STU20240507 give me his name and company details
privacy-aware-worker  | INFO:app:Context Sample: DOCUMENT RECORD 1:
privacy-aware-worker  | result_id: RES004563 | student_id: STU20240507 | course_id: TECH301 | semester: 5 | academic_year: 2023-2024 | grade: D+ | score: 64 | credits: 4 | remarks: Pass - Needs Improvement | record_type: csv_row | row_index: 4562 | source: csv_upload
privacy-aware-worker  | ---
privacy-aware-worker  | 
privacy-aware-worker  | DOCUMENT RECORD 2:
privacy-aware-worker  | result_id: RES004562 | student_id: STU20240507 | course_id: COMM201 | semester: 3 | academic_year: 2022-2023 | grade: C | score: 65 | credits: 4 | remarks: Pass | record_type: csv_row | row_index: 4561 | source: c...
privacy-aware-worker  | INFO:app:OpenAI Call Messages: [{"role": "system", "content": "You are the UNIVERSITY ADMINISTRATOR. You are responsible for campus data oversight.\n\n## YOUR RULES (never break these):\n1. Answer ONLY using information explicitly present in the <context> provided below.\n2. If the answer is NOT in the context, respond with exactly:\n   'I cannot find this information in the available documents.'\n3. NEVER use your training knowledge to fill gaps. NEVER guess or make up information.\n4. If a question is a follow-up, use the conversation history to understand it,\n   then still answer ONLY from the context.\n5. Cite which document record your answer comes from when possible (e.g., \"According to Record 3...\").\n6. Keep answers concise \u2014 2-4 sentences maximum unless asked for more detail.\n\n## PROFESSIONAL RESPONSE GUIDELINES:\n7. ANALYZE all provided context thoroughly \u2014 information may be spread across multiple document chunks.\n8. SYNTHESIZE information from multiple records when answering aggregate questions (averages, counts, lists).\n9. For queries about groups (e.g., \"CSE students\", \"Microsoft placements\"):\n   - Search for relevant attributes in the metadata (department codes, company names)\n   - Compile results from all matching records\n   - Provide aggregated statistics and summaries\n10. The text has been anonymized. When the context contains privacy placeholders like [PERSON:idx_0], [COMPANY:idx_0], [EMAIL:idx_0], [PHONE:idx_0], etc., YOU MUST TREAT THESE AS THE ACTUAL VALUES. DO NOT say the information is missing. You MUST output these literal placeholders EXACTLY as they appear in the context.\n    IMPORTANT: If you see multiple adjacent [PERSON:idx_N] tokens (e.g., [PERSON:idx_0] [PERSON:idx_1]), they represent parts of a FULL NAME. Output ALL of them together: \"[PERSON:idx_0] [PERSON:idx_1]\" \u2014 never drop any part.\n11. Structure responses with clear formatting:\n    - Direct answer to the question using the exact placeholders\n    - Supporting details and co
privacy-aware-worker  | INFO:httpx:HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:app:Raw OpenAI Response: Name: [PERSON:idx_0]  
privacy-aware-worker  | Company: [COMPANY:idx_1]  
privacy-aware-worker  | 
privacy-aware-worker  | This information is based on the alumni records....
privacy-aware-worker  | INFO:presidio-analyzer:Fetching all recognizers for language en
privacy-aware-worker  | INFO:app:FINAL MERGED PII_MAP: ['[REDACTED:idx_0]', '[EMAIL:idx_0]', '[REDACTED:idx_1]', '[REDACTED:idx_2]', '[REDACTED:idx_3]', '[MEDICAL_LICENSE:idx_0]', '[MEDICAL_LICENSE:idx_1]', '[REDACTED:idx_4]', '[PHONE:idx_0]', '[REDACTED:idx_5]', '[EMAIL:idx_1]', '[REDACTED:idx_6]', '[REDACTED:idx_7]', '[COMPANY:idx_0]', '[REDACTED:idx_8]']
privacy-aware-worker  | INFO:app:PII MAP KEYS for this response: ['[REDACTED:idx_0]', '[EMAIL:idx_0]', '[REDACTED:idx_1]', '[REDACTED:idx_2]', '[REDACTED:idx_3]', '[MEDICAL_LICENSE:idx_0]', '[MEDICAL_LICENSE:idx_1]', '[REDACTED:idx_4]', '[PHONE:idx_0]', '[REDACTED:idx_5]', '[EMAIL:idx_1]', '[REDACTED:idx_6]', '[REDACTED:idx_7]', '[COMPANY:idx_0]', '[REDACTED:idx_8]', '[REDACTED:idx_9]', '[REDACTED:idx_10]', '[PHONE:idx_1]', '[REDACTED:idx_11]', '[EMAIL:idx_2]', '[REDACTED:idx_12]', '[REDACTED:idx_13]', '[COMPANY:idx_1]', '[REDACTED:idx_14]', '[REDACTED:idx_15]', '[PHONE:idx_2]', '[REDACTED:idx_16]', '[EMAIL:idx_3]', '[REDACTED:idx_17]', '[REDACTED:idx_18]', '[REDACTED:idx_19]', '[PHONE:idx_3]', '[REDACTED:idx_20]', '[EMAIL:idx_4]', '[REDACTED:idx_21]', '[REDACTED:idx_22]', '[REDACTED:idx_23]', '[PHONE:idx_4]', '[REDACTED:idx_24]', '[EMAIL:idx_5]', '[REDACTED:idx_25]', '[REDACTED:idx_26]', '[REDACTED:idx_27]', '[REDACTED:idx_28]', '[PHONE:idx_5]', '[REDACTED:idx_29]', '[EMAIL:idx_6]', '[REDACTED:idx_30]', '[REDACTED:idx_31]', '[REDACTED:idx_32]', '[REDACTED:idx_33]', '[PHONE:idx_6]', '[REDACTED:idx_34]', '[EMAIL:idx_7]', '[REDACTED:idx_35]', '[REDACTED:idx_36]', '[REDACTED:idx_37]', '[PHONE:idx_7]', '[REDACTED:idx_38]', '[EMAIL:idx_8]', '[REDACTED:idx_39]', '[REDACTED:idx_40]', '[REDACTED:idx_41]', '[LOCATION:idx_0]', '[LOCATION:idx_1]', '[REDACTED:idx_42]', '[PHONE:idx_8]', '[REDACTED:idx_43]', '[REDACTED:idx_44]', '[LOCATION:idx_2]', '[REDACTED:idx_45]', '[EMAIL:idx_9]', '[REDACTED:idx_46]', '[PERSON:idx_0]', '[REDACTED:idx_47]', '[REDACTED:idx_48]', '[REDACTED:idx_49]', '[REDACTED:idx_50]', '[REDACTED:idx_51]', '[EMAIL:idx_10]', '[REDACTED:idx_52]', '[PERSON:idx_1]', '[REDACTED:idx_53]', '[COMPANY:idx_2]', '[REDACTED:idx_54]', '[PERSON:idx_2]', '[PERSON:idx_3]', '[PERSON:idx_4]']
privacy-aware-worker  | INFO:app:USER ROLE sending pii_map: 'admin' (lower: 'admin')
privacy-aware-worker  | INFO:     172.18.0.8:35536 - "POST /chat HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:46208 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:54888 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:46414 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:47380 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:51522 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:40840 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:44034 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:50792 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:38010 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:41192 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:42708 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:44902 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:41120 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:44786 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:37088 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:60386 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:40456 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:50466 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:56022 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:57486 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:47214 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:52206 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:48096 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:47676 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:59682 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:49938 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:47458 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:40992 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:44232 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:44936 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:42740 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:53780 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:33736 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:34502 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:56560 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:34898 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:45434 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:44482 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:50966 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:37320 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:52304 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:46298 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:34430 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:41822 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:43092 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:44846 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:41756 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:45032 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:59838 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:45954 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     Shutting down
privacy-aware-worker  | INFO:     Waiting for application shutdown.
privacy-aware-worker  | INFO:     Application shutdown complete.
privacy-aware-worker  | INFO:     Finished server process [1]
privacy-aware-worker  | WARNING:app:No embed test passed; falling back to first matched env candidate: nomic-embed-text
privacy-aware-worker  | INFO:app:Configured Ollama embed model (enforced single): nomic-embed-text
privacy-aware-worker  | INFO:chromadb.telemetry.product.posthog:Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.
privacy-aware-worker  | INFO:httpx:HTTP Request: GET http://chromadb:8000/api/v2/auth/identity "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:chromadb.telemetry.product.posthog:Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.
privacy-aware-worker  | INFO:httpx:HTTP Request: GET http://chromadb:8000/api/v2/tenants/default_tenant "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:httpx:HTTP Request: GET http://chromadb:8000/api/v2/tenants/default_tenant/databases/default_database "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:httpx:HTTP Request: POST http://chromadb:8000/api/v2/tenants/default_tenant/databases/default_database/collections "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:app:Initializing Presidio Analyzer (loading NLP model en_core_web_md)...
privacy-aware-worker  | INFO:presidio-analyzer:Created NLP engine: spacy. Loaded models: ['en']
privacy-aware-worker  | INFO:presidio-analyzer:registry not provided, creating default.
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: CreditCardRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: CreditCardRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: CreditCardRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: CreditCardRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: UsBankRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: UsLicenseRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: UsItinRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: UsPassportRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: UsSsnRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: NhsRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: EsNifRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: EsNieRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: ItDriverLicenseRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: ItFiscalCodeRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: ItVatCodeRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: ItIdentityCardRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: ItPassportRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: PlPeselRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: CryptoRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: DateRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: EmailRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: IbanRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: IpRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: MedicalLicenseRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: MacAddressRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: PhoneRecognizer
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: UrlRecognizer
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - CreditCardRecognizer supported languages: es, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - CreditCardRecognizer supported languages: it, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - CreditCardRecognizer supported languages: pl, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - EsNifRecognizer supported languages: es, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - EsNieRecognizer supported languages: es, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - ItDriverLicenseRecognizer supported languages: it, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - ItFiscalCodeRecognizer supported languages: it, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - ItVatCodeRecognizer supported languages: it, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - ItIdentityCardRecognizer supported languages: it, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - ItPassportRecognizer supported languages: it, registry supported languages: en
privacy-aware-worker  | WARNING:presidio-analyzer:Recognizer not added to registry because language is not supported by registry - PlPeselRecognizer supported languages: pl, registry supported languages: en
privacy-aware-worker  | INFO:presidio-analyzer:Loaded recognizer: SpacyRecognizer
privacy-aware-worker  | INFO:app:Presidio Analyzer initialized successfully.
privacy-aware-worker  | INFO:     Started server process [1]
privacy-aware-worker  | INFO:     Waiting for application startup.
privacy-aware-worker  | INFO:app:Privacy-Aware RAG Worker starting...
privacy-aware-worker  | INFO:app:Initialized DB connection pool (min=1 max=6)
privacy-aware-worker  | INFO:app:Database tables ensured
privacy-aware-worker  | INFO:app:Starting background worker thread 1
privacy-aware-worker  | INFO:app:Starting background worker thread 2
privacy-aware-worker  | INFO:app:Starting background worker thread 3
privacy-aware-worker  | INFO:app:Starting background worker thread 4
privacy-aware-worker  | INFO:app:Configured Ollama embed models (in preference order): ['nomic-embed-text']
privacy-aware-worker  | INFO:app:Worker service initialized successfully
privacy-aware-worker  | INFO:     Application startup complete.
privacy-aware-worker  | INFO:app:Database tables ensured
privacy-aware-worker  | INFO:app:Background worker started
privacy-aware-worker  | INFO:app:Database tables ensured
privacy-aware-worker  | INFO:app:Background worker started
privacy-aware-worker  | INFO:     Uvicorn running on http://0.0.0.0:8001 (Press CTRL+C to quit)
privacy-aware-worker  | INFO:app:Database tables ensured
privacy-aware-worker  | INFO:app:Database tables ensured
privacy-aware-worker  | INFO:app:Background worker started
privacy-aware-worker  | INFO:app:Background worker started
privacy-aware-worker  | INFO:     127.0.0.1:48598 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:55268 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:42278 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:36448 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:57852 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:57078 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:56602 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:42184 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:41944 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:40708 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:53348 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     172.18.0.8:34648 - "GET /health HTTP/1.1" 200 OK
privacy-aware-worker  | INFO:     127.0.0.1:60530 - "GET /health HTTP/1.1" 200 OK
